nid;transaccion_tipo;digitalizacion_medir;digitalizacion_observacion;descargas_obligatorias;formulario_digital;turno_requerido;turno_digital;identificacion_digital;posee_notificaciones;notificaciones;pago_requerido_list;pago_electronico_list;resumen_nivel;relevamiento_observaciones;recomendacion;observacion_recomendacion;texto_servicio;cat1;cat2;cat3;cat4
982;SOLICITUD;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;2;;NINGUNA;;Programa Sumar;;;;
983;SOLICITUD;NO;x Error en página;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;Error 500;NINGUNA;;Banco de drogas oncológicas o citostáticas;;;;
984;CONSULTA;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;4;Se puede acceder mediante buscador a todas las publicaciones del ministerio.;NINGUNA;;;;;;
985;DOCUMENTACIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;2;;NINGUNA;;Obtener certificados ambientales;;;;
988;SOLICITUD;SIN INFORMACIÓN;;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;;NINGUNA;;Pymes;Asistencia y formación;;;
990;SOLICITUD;SIN INFORMACIÓN;;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;;NINGUNA;;Créditos Fiscales;;;;
991;SOLICITUD;SIN INFORMACIÓN;;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;;NINGUNA;;Régimen Fortalecimiento Autopartismo;;;;
992;INSCRIPCIÓN;SIN INFORMACIÓN;;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;;NINGUNA;;Inscripción a Registros;Instituciones Productivas;;;
993;ASESORAMIENTO;SI;;NO;SI;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;4;Revisar Link.;NINGUNA;;;;;;
995;DENUNCIA;SI;;NO;SI;NO - NO APLICA TURNO;NO;NO;SI;SIN INFORMACIÓN;NO;NO;4;;NINGUNA;;Realizar reclamo / sugerencia;;;;
997;DOCUMENTACIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;2;;NINGUNA;;Obtener certificados ambientales;;;;
1001;DOCUMENTACIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - SEGÚN OPCIÓN;NO;2;;NINGUNA;;Obtener certificados ambientales;;;;
1002;DOCUMENTACIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - SEGÚN OPCIÓN;NO;1;;NINGUNA;;Obtener certificados ambientales;;;;
1003;INSCRIPCIÓN;SI;;SI;NO;SI;SI;NO;NO;SIN INFORMACIÓN;NO;NO;2;;NINGUNA;;Transporte pasajeros;Inscripciones;;;
1006;INSCRIPCIÓN;SI;;SI;SI;NO - NO APLICA TURNO;NO;CLAVE PROPIA;SI;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;3;;NINGUNA;;Transporte pasajeros;Inscripciones;;;
1007;INSCRIPCIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;2;en argentina.gob.ar faltan los costos, que estan en la web del organismo;NINGUNA;;Transporte pasajeros;Inscripciones;;;
1008;DOCUMENTACIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;2;;NINGUNA;;Transporte pasajeros y cargas generales / peligrosas;Documentación;"Esta transacción se repite en Servicio ""Transporte de Cargas pesadas/peligrosas""";;
1009;DOCUMENTACIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;2;;NINGUNA;;Transporte pasajeros;Documentación;;;
1010;DOCUMENTACIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;2;;NINGUNA;;Transporte pasajeros y cargas generales / peligrosas;;;;
1011;DOCUMENTACIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;1;No requiere presencia porque se puede realizar todo por correo postal, pero no hay interacción digital.;NINGUNA;;Obtener Certificado de Ausencia por desaparicion forzada;Obtener ;Certificado de Ausencia por desaparicion forzada;Desaparecido durante la vigencia del estado de sitio (entre 6/11/74 y 10/12/83);
1013;CONSULTA;SI;;NO;SI;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;4;;NINGUNA;;;;;;
1014;INSCRIPCIÓN;SI;;SI;NO;NO - NO APLICA TURNO;SI;NO;NO;SIN INFORMACIÓN;SI - SEGÚN OPCIÓN;NO;2;;NINGUNA;;Inscribirse a Registros;Consultores en Estudios de Impacto Ambiental;;;
1015;SOLICITUD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Vehiculo retenido;;;;
1016;SOLICITUD;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;2;"Se puede presentar la documentación por correo postal.
Revisar contenido si se puede completar el formulario a descargar.";NINGUNA;;Recibir indemnización ;Recibir;Indemnización;Detenido durante la vigencia del estado de sitio (entre 6/11/1974 y el 10/12/1983);
1017;SOLICITUD;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;2;"Se puede presentar la documentación por correo postal.
Revisar contenido si se puede completar el formulario a descargar.";NINGUNA;;Recibir indemnización ;Recibir;Indemnización ;Hijo de detenido/desaparecido durante la vigencia del estado de sitio (entre 16/06/55 y 9/12/83);
1018;SOLICITUD;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;2;"Se puede presentar la documentación por correo postal. 
Revisar contenido si se puede completar el formulario a descargar.";NINGUNA;;Recibir indemnización ;Recibir;Indemnización;Causahabientes o herederos de desapericidos o fallecidos como consecuencia del accionar del terrorismo de Estado (antes del 10/12/1983);
1019;DENUNCIA;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;1;;NINGUNA;;Realizar reclamo;Servicio eléctrico;Por factor de estabilización;;
1020;DOCUMENTACIÓN;SI;;NO;SI;SI;SI;NO;SI;SIN INFORMACIÓN;NO;NO;3;;JUNTAR;"314;1020;1021";Obtener DNI;Rectificación;x cambio datos personales;argentino;Argentina
1021;DOCUMENTACIÓN;NO;x Error en página;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;Error 404;JUNTAR;"314;1020;1021";Obtener DNI;Rectificación;x cambio datos personales;;Argentina
1023;SOLICITUD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;1;;NINGUNA;;Solicitar licencia de emisoras de baja frecuencia para sectores de alta vulnerabilidad social;;;;
1024;SOLICITUD;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;2;;NINGUNA;;Solicitar autorización para la instalación y funcionamiento de emisoras de radio modulación de frecuencia (AM o FM) y servicios de radiodifusión televisiva abierta para los pueblos originarios;;;;
1025;SOLICITUD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - SEGÚN OPCIÓN;NO;1;;NINGUNA;;Obtener licencia para la instalación y explotación de servicios de comunicación audiovisual;;;;
1026;SOLICITUD;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;2;;NINGUNA;;Solicitar autorización de servicios de comunicación audiovisual para Estados provinciales, Ciudad Autónoma de Buenos Aires, Estados municipales o Universidades Nacionales;;;;
1027;SOLICITUD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - SEGÚN OPCIÓN;NO;1;;NINGUNA;;Obtener licencia de FM - (Participar del concurso público abierto y permanente de adjudicación);;;;
1028;SOLICITUD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;1;La documentación puede enviarse por correo postal;NINGUNA;;Solicitar servicios de radiodifusión para escuelas;;Solicitar servicios de radiodifusión para escuelas;;
1030;SOLICITUD;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;SI;SIN INFORMACIÓN;NO;NO;2;;NINGUNA;;Obtener ayuda económica;Para adquisicón de elementros que promueven la actividad artística de personas con discapacidad;;;
1033;SOLICITUD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;1;;NINGUNA;;Acceder a Programas Desarrollo Social;Economia social: Créditos y subsidios;;;
1034;SOLICITUD;SI;;SI;SI;NO - NO APLICA TURNO;NO;NO;SI;SIN INFORMACIÓN;NO;NO;3;"No se especifica costo, asumo que no. 
Envio de información por correo electrónico. 
La presencia es solo a efectos de la entrega del título.";NINGUNA;;Acceder a Programas Desarrollo Social;Economia social: Créditos y subsidios;;;
1041;SOLICITUD;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;SI;SIN INFORMACIÓN;NO;NO;2;;NINGUNA;;Obtener ayuda económica;Para unidades productivas inclusivas integradas por personas con discapacidad;;;
1042;SOLICITUD;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;SI;SIN INFORMACIÓN;NO;NO;2;;NINGUNA;;Obtener ayuda técnica;;;;
1043;SOLICITUD;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;SI;SIN INFORMACIÓN;NO;NO;2;;NINGUNA;;Obtener ayuda económica;Para mejoramiento de vivienda de personas con discapacidad;;;
1044;SOLICITUD;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;SI;SIN INFORMACIÓN;NO;NO;2;;NINGUNA;;Obtener ayuda económica;Para adaptación mobiliario, herramientas, máquinas, equipos o software específico para el trabajo de personas con discapacidad;;;
1046;SOLICITUD;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;SI;SIN INFORMACIÓN;NO;NO;2;;NINGUNA;;Obtener ayuda económica;Para mejoras de accesibilidad de organizaciones religiosas;;;
1047;SOLICITUD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;SI;SIN INFORMACIÓN;NO;NO;1;;NINGUNA;;Obtener ayuda económica;Para atletas con discapacidad;;;
1048;SOLICITUD;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;2;;NINGUNA;;Gestionar la inclusión del organismo en programa;Ayudas técnicas;;;
1053;SOLICITUD;SI;;NO;NO;NO - NO APLICA TURNO;SI;NO;SI;SIN INFORMACIÓN;NO;NO;1;"Hay campos que no contienen información, ejemplo, ""donde se hace""
Los turnos para la entrevista son via correo electrónico, pero no se cuenta con un sistema especifico";NINGUNA;;Incribirse en la escuela de iniciación deportiva;Recreación y deportes;;;
1054;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;CLAVE PROPIA;NO;SIN INFORMACIÓN;NO;NO;3;"Se usa el sistema de acceso coorporativo para parte del trámite.
No queda claro en argentina.gob.ar para que es el turno. (para la presentación en mesa e entradas??)";NINGUNA;;Cooperativas y Mutuales;Inscripciones;;;
1060;CONSULTA;SI;;NO;SI;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;4;;NINGUNA;;Consultar servicios de ANSES;;;;
1063;INSCRIPCIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;2;;NINGUNA;;Gestionar agroquímicos/fitosanitario;Inscribir en registro;Nacional Fitosanitario;;Inscribir viveros en el Registro Nacional Fitosanitario
1065;SOLICITUD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Comercializar productos veterinarios;Aprobar;a campo productos garrapaticidas bovinos;;Aprobar a campo productos garrapaticidas bovinos
1066;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;1;Revisar: El link de preinscripción no funciona;NINGUNA;;Realizar actividad agrícola y pecuaria;Inscribir en registro;En el Registro Nacional Sanitario de Productores Agropecuarios (RENSPA);;Inscribirse en el Registro Nacional Sanitario de Productores Agropecuarios (RENSPA)
1067;SOLICITUD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Comercializar productos veterinarios;Aprobar;antiparasitarios externos;;Aprobar antiparasitarios externos
1068;SOLICITUD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Comercializar productos veterinarios;Aprobar ;a campo productos melofaguicidas para ovinos;;Aprobar a campo productos melofaguicidas para ovinos
1070;SOLICITUD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Comercializar productos veterinarios;Aprobar ;a campo productos antisárnicos para bovinos y ovinos;;Aprobar a campo productos antisárnicos para bovinos y ovinos
1071;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Gestionar establecimientos para animales vivos;Habilitar ;Granjas de producción avícola;;Habilitar granjas de producción avícola
1072;SIN INFORMACIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Gestionar embalajes de madera;Presentar declaración jurada;De embalajes de madera para importación;;Presentar la declaración jurada de embalajes de madera para importación
1073;INSCRIPCIÓN;SI;;NO;SI;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;3;;NINGUNA;;Gestionar Laboratorios;Autorizar;Envases y equipamiento en contacto con alimentos;;Autorizar envases y equipamiento en contacto con alimentos
1074;INSCRIPCIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;SI;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;3;No dice si el trámite puede abonarse por medio electrónico;NINGUNA;;Gestionar Laboratorios;Obtener certificado;De aprobación de envases de papeles, cartones y cartulinas en contacto directo con alimentos;;Obtener certificado de aprobación de envases de papeles, cartones y cartulinas en contacto directo con alimentos
1076;SOLICITUD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;No dice si el pago puede realizarse de manera electrónica;NINGUNA;;Comercializar Algodón;Obtener documento ;Para el tránsito de algodón;;Solicitar documento para el tránsito de algodón
1078;INSCRIPCIÓN;SI;;NO;SI;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;3;;NINGUNA;;Gestionar Laboratorios;Autorizar;Productos (paneles, pisos, cuchillos, guantes) y desinfectantes para la industria alimentaria;;Autorizar productos (paneles, pisos, cuchillos, guantes) y desinfectantes para la industria alimentaria
1080;SIN INFORMACIÓN;NO;x Error en página;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;Error 500;ELIMINAR;;Comercializar productos de origen animal;;;;Establecimientos de productos de origen animal, excepto productos de la pesca - Habilitación
1081;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Comercializar Lácteos;Habilitar establecimientos ;De productos lácteos para tránsito federal e internacional;;Habilitar establecimientos de productos lácteos para tránsito federal e internacional
1082;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;JUNTAR;"1082;1191";Gestionar establecimientos para animales vivos;Habilitar;Local de remate o feria ;Eximidos de playa de lavado y desinfección;Habilitar local de remate o feria con eximición de playa de lavado y desinfección de camiones jaula
1083;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Realizar actividad apícola;Habilitar establecimiento;Acopios o depósitos, salas de fraccionamiento y homogeneizado de productos apícolas;;Habilitar acopios o depósitos, salas de fraccionamiento y homogeneizado de productos apícolas
1084;INSCRIPCIÓN;SI;;NO;SI;NO - NO APLICA TURNO;NO;CLAVE PROPIA;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;3;"1-Algun/os links no funcionan, y 
2-No se si el SIGAD ( Sistema Nacional Pagos/Pago directo del Senasa) permite el pago electronico.";NINGUNA;;Gestionar establecimientos para animales vivos;Habilitar;Local de remate o feria ;Con playa de lavado y desinfección de camiones jaula;Habilitar local de remate, feria o exposición ganadera con playa de lavado y desinfección de camiones jaula
1085;SIN INFORMACIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Comercializar Algodón;Obtener declaración jurada;Para comercializar algodón;;Obtener la declaración jurada para comercializar algodón
1086;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Gestionar establecimientos para animales vivos;Inscribir establecimiento;En el registro de feedlots;;Inscribir establecimientos en el registro de feedlots
1087;INSCRIPCIÓN;SI;;NO;SI;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;3;;NINGUNA;;Gestionar Laboratorios;Autorizar;Stockinetes e hilos para la industria alimentaria;;Autorizar stockinetes e hilos para la industria alimentaria
1088;INSCRIPCIÓN;SI;;NO;SI;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;3;;NINGUNA;;Gestionar Laboratorios;Autorizar;Materias primas formuladas para ser utilizadas en la elaboración de envases y equipamiento en contacto con alimentos;;Autorizar materias primas formuladas para ser utilizadas en la elaboración de envases y equipamiento en contacto con alimentos
1089;ASESORAMIENTO;SI;;NO;SI;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;4;Consulta y devolución de información por correo electrónico.;NINGUNA;;;;;;
1090;CONSULTA;SI;;NO;SI;NO - NO APLICA TURNO;NO;NO;SI;SIN INFORMACIÓN;NO;NO;4;;NINGUNA;;Obtener DNI;Consultar vencimiento DNI;;;Argentina
1091;DOCUMENTACIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;2;;NINGUNA;;Certificado dominio Aeronaves;Tenencia;;;
1092;INSCRIPCIÓN;SI;;SI;SI;NO - NO APLICA TURNO;NO;CLAVE DE SEGURIDAD SOCIAL;SI;SIN INFORMACIÓN;NO;NO;3;;NINGUNA;;Obtener beneficios del programa;PROGRESAR;;;
1093;ASESORAMIENTO;SI;;NO;SI;NO - NO APLICA TURNO;NO;NO;SI;SIN INFORMACIÓN;NO;NO;4;;NINGUNA;;;;;;
1094;DOCUMENTACIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;2;;NINGUNA;;Certificado dominio Aeronaves;Transferencia;;;
1095;SOLICITUD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;1;;NINGUNA;;Solicitar asistencia;;;;
1096;TURNO;SI;;SI;SI;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;4;;NINGUNA;;;;;;
1097;INSCRIPCIÓN;SI;;NO;SI;NO - NO APLICA TURNO;NO;CLAVE FISCAL;NO;SIN INFORMACIÓN;NO;NO;4;;NINGUNA;;Registro empleados domésticos;;;;
1104;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Gestionar establecimientos para productos de la pesca;Ampliar habilitación de establecimientos ;De productos de la pesca;;Ampliar la habilitación de establecimientos de productos de la pesca
1108;SOLICITUD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Gestionar establecimientos para productos de la pesca;Obtener la eximición ;De depósito en garantía de establecimientos de pesca;;Obtener la eximición de depósito en garantía de establecimientos de pesca
1116;CONSULTA;SI;;NO;SI;NO - NO APLICA TURNO;NO;NO;SI;SIN INFORMACIÓN;NO;NO;4;;NINGUNA;;;;;;
1117;DOCUMENTACIÓN;SI;;NO;SI;SI;SI;NO;SI;SIN INFORMACIÓN;SI - OBLIGATORIO;SI - SEGÚN DEPENDENCIA;3;;NINGUNA;;Obtención y renovación de documentos;Cédula;;;
1120;INSCRIPCIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;2;;NINGUNA;;Contrato tenencia Aeronaves;;;;
1124;CONSULTA;SI;;NO;SI;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;4;;NINGUNA;;;;;;
1135;SIN INFORMACIÓN;NO;x Error en página;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;Error 500 - Creo que el trámite ya esta publicado en otro link (registro 7234);ELIMINAR;;Gestionar embalajes de madera;;;;Embalajes de madera - Autorización de la declaración jurada para importación (inspección)
1136;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Gestionar embalajes de madera;Inscribir hornos;De secado tradicional de maderas;;Inscribir hornos de secado tradicional de maderas
1137;SOLICITUD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Gestionar establecimientos para productos de la pesca;Exportar productos de la pesca a países con y sin convenio ;Para exportar productos de la pesca a países con y sin convenio ;;Exportar productos de la pesca a países con y sin convenio 
1138;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Gestionar establecimientos para productos de la pesca;Habilitar establecimiento;De productos de la pesca;;Establecimientos de productos de la pesca - Habilitación
1139;SIN INFORMACIÓN;NO;x Error en página;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;Error 500;NINGUNA;;Gestionar establecimientos para productos de la pesca;Retirar habilitación o rehabilitación;De establecimientos de productos de la pesca;;Establecimientos de productos de la pesca - Retiro de habilitación o rehabilitación
1141;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Gestionar establecimientos para productos de la pesca;Obtener transferencia de habilitación;De establecimientos de productos de la pesca;;Obtener la transferencia de habilitación de establecimientos de productos de la pesca
1142;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Comercializar productos de origen animal;Obtener certificado;De inscripción para establecimientos de productos de origen animal. Declaración jurada por faena de distintas especies animales;;Declaración jurada por faena de distintas especies animales
1143;SIN INFORMACIÓN;NO;x Error en página;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;Error 500;ELIMINAR;;Establecimientos para productos de origen animal;Establecimientos de productos de origen animal, excepto productos de la pesca - Eximición de depósito en garantía;Establecimientos de productos de origen animal, excepto productos de la pesca - Eximición de depósito en garantía;;Establecimientos de productos de origen animal, excepto productos de la pesca - Eximición de depósito en garantía
1144;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Gestionar establecimientos para productos de origen animal;Retirar habilitación o rehabilitación;De establecimientos de productos animales;;Retirar la habilitación o rehabilitar establecimientos de productos animales
1145;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Gestionar establecimientos para productos de origen animal;Solicitar suspensión o reposición de habilitación;De habilitación de establecimientos animales;;Solicitar la suspensión o reposición de habilitación de establecimientos animales
1146;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Realizar actividad apícola;Habilitar establecimiento;Salas de extracción de miel para exportación;;Habilitar salas de extracción de miel para exportación
1148;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Gestionar establecimientos para frutas hortalizas y aromáticas;Obtener certificado;De las condiciones higiénico - sanitarias empacadoras;;Obtener certificación de las condiciones higiénico - sanitarias empacadoras
1149;INSCRIPCIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;2;;NINGUNA;;Gestionar establecimientos para frutas y hortalizas;Inscribir establecimiento;De empaque y frigoríficos de frutas de carozo y pepita;;Inscribir establecimientos de empaque y frigoríficos de frutas de carozo y pepita
